host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
6.0,3,26,37.70821167615689,-122.4553453124603,1,1,4.0,2.0,1.0,2.0,0,1.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,82.0
6.0,3,26,37.708332938108924,-122.45608959975813,1,1,3.0,2.0,1.0,2.0,0,1.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
6.0,3,26,37.70868877807821,-122.45654473367235,1,1,2.0,2.0,1.0,1.0,0,1.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,63.0
2.0,21,12,37.786076448438614,-122.40477691748899,14,2,1.0,0.5,1.0,1.0,0,1.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1.0,0,0,37.76931037734077,-122.43385634489,0,0,3.0,1.0,1.0,2.0,0,1.0,127.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
2.0,1,1,37.745112331410034,-122.42101788836888,0,0,5.0,1.0,2.0,3.0,0,30.0,112.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,235.0
10.0,2,0,37.766689597862175,-122.45250461761627,0,1,2.0,4.0,1.0,1.0,0,32.0,17.0,85.0,8.0,8.0,9.0,9.0,9.0,8.0,65.0
4.0,3,2,37.73074592978503,-122.44840862635228,1,1,1.0,2.0,1.0,1.0,0,3.0,76.0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,60.0
10.0,2,0,37.76487219421756,-122.45182799146507,1,1,2.0,4.0,1.0,1.0,0,32.0,7.0,91.0,9.0,9.0,9.0,9.0,9.0,9.0,65.0
2.0,0,0,37.775248585892676,-122.43637374831293,1,0,5.0,1.5,2.0,2.0,0,5.0,26.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,575.0
1.0,0,3,37.784707454960724,-122.44555431261593,0,0,7.0,1.0,2.0,1.0,0,2.0,27.0,88.0,9.0,7.0,10.0,10.0,9.0,9.0,255.0
2.0,4,1,37.75918889708064,-122.42236687240562,0,1,3.0,1.0,1.0,2.0,0,1.0,559.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,139.0
1.0,4,1,37.75174004606522,-122.4094205953428,0,0,4.0,2.5,3.0,3.0,0,3.0,24.0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,285.0
1.0,5,4,37.76258885144137,-122.40543055237005,1,1,2.0,1.0,1.0,1.0,0,1.0,386.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,135.0
1.0,4,1,37.75874294929672,-122.4132720164374,1,0,6.0,1.0,2.0,3.0,0,3.0,274.0,95.0,10.0,10.0,10.0,9.0,9.0,9.0,265.0
46.0,6,5,37.78573889680189,-122.40797710199776,0,0,2.0,1.5,1.0,1.0,0,30.0,16.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,139.0
10.0,2,0,37.77018946066375,-122.44594218370486,0,1,1.0,4.0,1.0,2.0,0,32.0,5.0,75.0,8.0,8.0,9.0,10.0,9.0,7.0,85.0
10.0,2,0,37.76894262424544,-122.44778223886064,1,1,2.0,3.0,1.0,2.0,0,32.0,5.0,64.0,6.0,6.0,10.0,9.0,9.0,8.0,85.0
1.0,7,6,37.760745481792476,-122.4303240593966,0,1,1.0,1.0,1.0,1.0,0,3.0,353.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
1.0,4,1,37.754906698626314,-122.42245501922535,0,0,3.0,1.0,1.0,2.0,0,3.0,83.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,215.0
3.0,0,0,37.77252151838996,-122.43215647138364,2,1,2.0,1.0,1.0,1.0,0,2.0,297.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
1.0,4,1,37.76348966609621,-122.41517400287556,3,1,2.0,1.0,0.0,1.0,0,3.0,215.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,188.0
10.0,2,0,37.76480029761001,-122.45251322942758,1,1,2.0,4.0,1.0,1.0,0,32.0,14.0,78.0,8.0,8.0,10.0,10.0,10.0,7.0,65.0
1.0,4,1,37.75065032945569,-122.41983820914385,0,0,5.0,1.0,2.0,4.0,0,1.0,75.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0
2.0,1,1,37.74556318786063,-122.41206808320706,0,1,2.0,0.5,1.0,1.0,0,3.0,204.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0
1.0,7,6,37.759630163946134,-122.44143232729759,4,0,2.0,1.0,1.0,1.0,0,3.0,301.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0
2.0,5,4,37.75644595380928,-122.3991023222087,2,1,2.0,1.0,1.0,1.0,0,2.0,232.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0
1.0,2,0,37.771617598397214,-122.43836201290921,0,1,1.0,1.0,1.0,1.0,0,1.0,153.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,79.0
2.0,0,3,37.787164645590025,-122.43386112927004,0,0,4.0,1.0,1.0,2.0,0,2.0,225.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
1.0,8,7,37.74187613051245,-122.43121541816403,1,1,2.0,1.0,1.0,1.0,0,5.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
3.0,0,0,37.77728949301072,-122.43421149153566,2,1,2.0,1.0,1.0,1.0,0,2.0,343.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
1.0,5,4,37.76212201623429,-122.39540903672585,1,1,3.0,1.0,0.0,1.0,0,4.0,265.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,125.0
3.0,0,3,37.78894736246063,-122.43030637005006,1,1,2.0,1.0,1.0,1.0,0,2.0,52.0,90.0,9.0,9.0,10.0,9.0,10.0,9.0,110.0
3.0,0,0,37.774778481770866,-122.43149873605402,0,0,10.0,2.0,4.0,7.0,0,4.0,26.0,89.0,9.0,8.0,8.0,9.0,9.0,9.0,393.0
1.0,7,6,37.76297967565378,-122.43136441227804,0,0,2.0,1.0,1.0,1.0,0,30.0,128.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
2.0,4,1,37.76097556330237,-122.42158079196122,5,0,4.0,1.0,1.0,2.0,0,1.0,20.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0
1.0,9,8,37.77930831937839,-122.50518320762501,1,1,4.0,1.0,1.0,1.0,0,2.0,31.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,155.0
4.0,7,6,37.76125914950449,-122.43729222964022,0,0,5.0,2.0,2.0,2.0,0,30.0,2.0,90.0,9.0,10.0,10.0,10.0,10.0,9.0,325.0
1.0,1,1,37.740254505653716,-122.41259087293636,0,0,2.0,1.0,1.0,2.0,0,30.0,92.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0
1.0,10,9,37.798346824645584,-122.4046102140624,0,0,2.0,1.0,1.0,1.0,0,4.0,27.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
4.0,5,4,37.76514606125046,-122.3975009426848,1,0,2.0,1.0,1.0,1.0,0,1.0,555.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
4.0,5,4,37.76525618558157,-122.39730470636793,1,0,2.0,1.0,1.0,1.0,0,1.0,500.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
2.0,11,10,37.78197461686888,-122.45809229686044,1,1,2.0,1.0,1.0,1.0,0,2.0,175.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
1.0,12,11,37.79081328146832,-122.41402564570649,0,0,2.0,1.0,1.0,1.0,0,3.0,61.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,150.0
35.0,8,1,37.74830167460932,-122.4248849594586,5,0,2.0,1.0,1.0,2.0,0,30.0,20.0,96.0,9.0,10.0,10.0,10.0,10.0,9.0,107.0
3.0,7,6,37.76125009086864,-122.43335472254522,1,0,3.0,1.0,1.0,1.0,0,4.0,36.0,94.0,10.0,9.0,10.0,10.0,10.0,10.0,159.0
1.0,1,1,37.74082733936336,-122.4176300810205,4,1,2.0,2.0,1.0,1.0,0,2.0,183.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
1.0,4,1,37.75610669111234,-122.41866188454807,0,0,4.0,1.0,2.0,2.0,0,3.0,63.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,290.0
1.0,13,7,37.735568322107156,-122.43301594389573,1,0,3.0,1.0,0.0,2.0,0,1.0,145.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,126.0
1.0,12,11,37.79001328977593,-122.4129160022777,0,0,3.0,1.0,1.0,1.0,0,30.0,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
35.0,1,1,37.73355829915958,-122.4185132377998,0,0,2.0,1.0,0.0,2.0,0,30.0,6.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
35.0,1,1,37.734043600057895,-122.41781290096887,1,0,2.0,1.0,1.0,2.0,0,30.0,4.0,87.0,9.0,8.0,10.0,10.0,8.0,7.0,85.0
1.0,4,1,37.75117093817389,-122.41325858403587,0,0,2.0,1.5,1.0,1.0,1,12.0,8.0,89.0,9.0,8.0,10.0,10.0,10.0,9.0,92.0
35.0,5,4,37.75447178428228,-122.3881318306828,3,0,4.0,1.0,2.0,2.0,0,30.0,2.0,80.0,5.0,8.0,10.0,8.0,7.0,8.0,150.0
35.0,14,7,37.75191264174378,-122.44385363370672,0,0,2.0,1.0,1.0,2.0,0,30.0,5.0,88.0,9.0,9.0,10.0,10.0,8.0,8.0,117.0
35.0,2,0,37.77271620117503,-122.44083686596024,3,0,3.0,1.0,2.0,2.0,0,30.0,7.0,65.0,8.0,8.0,7.0,8.0,7.0,7.0,120.0
3.0,7,6,37.76068103780288,-122.43330627768971,0,0,2.0,1.0,0.0,2.0,0,3.0,100.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,149.0
3.0,0,0,37.77248109626596,-122.4301612797086,6,1,2.0,3.0,1.0,1.0,0,2.0,38.0,94.0,9.0,10.0,9.0,9.0,10.0,9.0,125.0
2.0,15,12,37.771163291931664,-122.42199475971245,0,1,2.0,1.0,1.0,1.0,0,2.0,143.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
9.0,16,11,37.79311697274764,-122.42599835412355,0,1,1.0,0.0,1.0,1.0,0,30.0,158.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,55.0
3.0,14,7,37.75253496760988,-122.45115051946892,1,1,2.0,1.0,1.0,1.0,0,2.0,40.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
1.0,12,9,37.79666781067421,-122.4127171205569,0,1,1.0,1.0,1.0,1.0,0,30.0,164.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0
9.0,16,11,37.791664463998366,-122.42649785318217,0,0,2.0,1.0,1.0,1.0,0,30.0,32.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,115.0
1.0,0,3,37.786288923650815,-122.43956576202952,1,1,3.0,1.0,1.0,1.0,0,30.0,266.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,132.0
9.0,16,11,37.7921566860583,-122.42458175015635,0,1,1.0,1.0,1.0,1.0,0,30.0,117.0,92.0,9.0,8.0,10.0,10.0,10.0,9.0,63.0
2.0,6,11,37.788155136094325,-122.41721599062313,0,0,4.0,1.0,2.0,2.0,0,5.0,69.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,187.0
3.0,14,7,37.753350725104134,-122.45095419663285,1,1,2.0,1.0,1.0,1.0,0,2.0,43.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,109.0
1.0,1,1,37.7472029202085,-122.41443017005629,0,0,2.0,1.0,1.0,1.0,0,2.0,199.0,92.0,10.0,9.0,10.0,9.0,9.0,9.0,175.0
4.0,4,1,37.75762488503674,-122.41932566984038,0,1,1.0,1.0,1.0,1.0,0,2.0,83.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,99.0
1.0,15,12,37.77697890439628,-122.41046863491384,0,0,2.0,1.0,2.0,1.0,0,30.0,124.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,225.0
1.0,8,7,37.7456548107698,-122.42864380484687,0,0,2.0,1.0,1.0,1.0,0,2.0,243.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
4.0,17,9,37.80310149636796,-122.4159579495255,6,1,4.0,1.0,1.0,1.0,0,2.0,176.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,109.0
2.0,1,1,37.74208535134401,-122.41408795198386,7,1,2.0,1.0,1.0,1.0,1,2.0,174.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
2.0,10,9,37.80240771165711,-122.40925349201656,0,1,2.0,2.0,1.0,1.0,0,2.0,157.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
2.0,13,7,37.74182582587041,-122.42993120028237,0,1,1.0,1.0,1.0,1.0,0,2.0,28.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,120.0
1.0,4,1,37.76245499615136,-122.42432107362413,1,0,6.0,2.5,3.0,4.0,0,3.0,42.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,810.0
4.0,4,1,37.749257791368365,-122.41397519022051,3,0,2.0,1.0,1.0,1.0,0,2.0,249.0,92.0,9.0,9.0,10.0,9.0,9.0,9.0,149.0
4.0,4,1,37.75399608902932,-122.41770632143594,3,0,2.0,1.0,1.0,1.0,0,2.0,174.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,125.0
1.0,7,6,37.76095869503109,-122.432199269292,0,0,6.0,1.0,2.0,3.0,0,3.0,77.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,225.0
1.0,18,8,37.77797943313199,-122.47812392128417,0,0,2.0,1.0,0.0,1.0,0,30.0,94.0,83.0,9.0,9.0,10.0,9.0,9.0,8.0,100.0
35.0,9,8,37.777186052227385,-122.50906016719796,0,0,4.0,2.0,3.0,4.0,0,30.0,12.0,96.0,9.0,10.0,10.0,10.0,9.0,9.0,216.0
7.0,4,1,37.75425725549017,-122.42386605698998,0,0,4.0,1.0,1.0,1.0,0,31.0,34.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,326.0
39.0,19,13,37.73026801880825,-122.426443191646,1,1,2.0,1.0,1.0,1.0,0,30.0,38.0,91.0,9.0,9.0,10.0,9.0,9.0,9.0,46.0
39.0,19,13,37.73128161034925,-122.42478400335014,1,1,2.0,1.0,1.0,1.0,0,30.0,26.0,82.0,8.0,8.0,8.0,9.0,8.0,8.0,46.0
35.0,20,8,37.77706906926253,-122.50923187258286,0,0,4.0,2.0,3.0,3.0,0,30.0,7.0,93.0,9.0,8.0,9.0,9.0,9.0,8.0,170.0
1.0,2,0,37.76629490097711,-122.4474438606795,0,0,2.0,1.0,1.0,1.0,0,7.0,29.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0
21.0,21,14,37.79446982345703,-122.40450489784357,8,2,1.0,1.0,1.0,1.0,0,1.0,273.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,38.0
1.0,1,1,37.74577518746264,-122.40841196868364,1,1,2.0,1.0,1.0,1.0,0,2.0,58.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,109.0
10.0,0,0,37.775181247967524,-122.43334092158028,0,0,8.0,1.0,1.0,4.0,0,30.0,62.0,89.0,9.0,9.0,10.0,9.0,10.0,9.0,100.0
21.0,21,14,37.79308771358162,-122.40443145073387,8,2,2.0,1.0,1.0,1.0,0,1.0,271.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,38.0
39.0,19,13,37.73137082430299,-122.42531805584379,1,1,2.0,1.0,1.0,1.0,0,30.0,31.0,87.0,9.0,8.0,9.0,9.0,8.0,9.0,42.0
39.0,19,13,37.73127948759723,-122.424726996644,1,1,1.0,1.0,1.0,1.0,0,30.0,8.0,100.0,9.0,9.0,10.0,10.0,9.0,9.0,36.0
39.0,19,13,37.7304802544081,-122.42493583612392,1,1,2.0,1.0,1.0,1.0,0,30.0,29.0,93.0,9.0,8.0,9.0,10.0,8.0,9.0,44.0
1.0,13,7,37.73838179478437,-122.43375157200887,1,0,2.0,1.0,1.0,1.0,0,3.0,220.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
39.0,19,13,37.73133675895826,-122.42456556245136,1,1,3.0,1.0,1.0,1.0,0,30.0,18.0,77.0,7.0,7.0,8.0,8.0,8.0,8.0,49.0
4.0,4,1,37.75615409729817,-122.41927153123531,0,1,1.0,2.0,1.0,1.0,0,2.0,60.0,96.0,9.0,9.0,10.0,10.0,9.0,9.0,75.0
39.0,19,13,37.731521543095994,-122.42547026238549,1,1,3.0,1.0,1.0,1.0,0,30.0,19.0,78.0,8.0,7.0,8.0,9.0,8.0,8.0,37.0
2.0,1,1,37.73429819825516,-122.42092134075443,1,1,2.0,1.0,1.0,1.0,0,2.0,319.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,82.0
1.0,0,3,37.78528002426264,-122.44358154469023,6,1,1.0,1.0,1.0,1.0,0,1.0,73.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,90.0
35.0,9,8,37.774825536612354,-122.5095180808837,0,0,2.0,1.0,0.0,1.0,0,30.0,6.0,100.0,10.0,10.0,9.0,9.0,9.0,9.0,85.0
1.0,8,7,37.74549596568911,-122.42898445047337,3,1,2.0,1.0,1.0,1.0,0,2.0,283.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
1.0,2,0,37.76193577248815,-122.4492861428232,0,0,6.0,1.5,2.0,4.0,0,3.0,93.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,300.0
9.0,16,11,37.79175618189418,-122.42475524420394,0,1,1.0,1.0,1.0,1.0,0,30.0,128.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,59.0
1.0,4,12,37.768086305165035,-122.42439033142362,0,0,4.0,1.0,2.0,2.0,0,5.0,11.0,98.0,10.0,10.0,9.0,10.0,10.0,10.0,185.0
1.0,4,1,37.75629055903744,-122.42517753276407,0,0,5.0,2.0,3.0,3.0,0,6.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
35.0,8,1,37.74877853078539,-122.42615778812176,3,0,2.0,1.0,1.0,2.0,0,30.0,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
1.0,22,2,37.73327365354464,-122.46434558077836,1,1,4.0,1.0,2.0,2.0,0,2.0,278.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,125.0
1.0,23,15,37.715486716683905,-122.38922416156313,1,0,4.0,1.0,2.0,2.0,0,30.0,8.0,93.0,10.0,9.0,10.0,10.0,9.0,10.0,120.0
7.0,24,16,37.792941231143644,-122.40658665179993,8,2,1.0,2.5,1.0,2.0,0,30.0,13.0,96.0,9.0,8.0,10.0,10.0,10.0,9.0,29.0
1.0,7,6,37.761015773096254,-122.43005445179884,6,1,1.0,1.0,1.0,1.0,0,1.0,390.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,125.0
2.0,10,9,37.805911719564854,-122.40829886506624,6,0,4.0,1.0,1.0,2.0,0,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
1.0,15,12,37.775408075445405,-122.4114224310228,0,0,8.0,2.0,2.0,2.0,0,3.0,65.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,500.0
1.0,25,17,37.76333989510342,-122.46947555681659,1,0,6.0,3.0,3.0,4.0,0,7.0,7.0,100.0,10.0,10.0,10.0,9.0,10.0,10.0,480.0
4.0,2,0,37.7681347587221,-122.44493597270329,0,0,5.0,1.0,3.0,3.0,0,30.0,79.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,170.0
1.0,7,6,37.75886842493242,-122.4356477818782,0,0,3.0,1.0,1.0,2.0,0,3.0,125.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,328.0
1.0,1,13,37.73350146647724,-122.42868148121329,0,0,4.0,1.0,0.0,2.0,0,3.0,113.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,140.0
10.0,2,0,37.76608594076294,-122.45126197318658,1,1,2.0,4.0,1.0,1.0,0,32.0,10.0,86.0,8.0,7.0,10.0,9.0,10.0,8.0,65.0
1.0,26,18,37.80356039109715,-122.42588865524272,0,0,4.0,1.0,2.0,2.0,0,4.0,64.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,305.0
3.0,1,1,37.747078099302705,-122.42456382413224,1,1,2.0,1.0,1.0,1.0,0,1.0,186.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,102.0
1.0,10,9,37.79835394401653,-122.40419704528624,0,0,3.0,1.0,1.0,1.0,0,30.0,39.0,90.0,9.0,8.0,10.0,10.0,10.0,9.0,300.0
1.0,15,19,37.7728428945825,-122.39686539739073,0,0,6.0,2.0,3.0,3.0,0,180.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,500.0
1.0,7,6,37.75822672204274,-122.43273310309284,1,1,2.0,1.0,1.0,1.0,0,5.0,49.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,150.0
2.0,1,1,37.738735662423146,-122.41623805097369,0,1,2.0,1.0,1.0,1.0,0,2.0,118.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,90.0
1.0,9,8,37.78470578372941,-122.48124967080864,0,0,4.0,1.0,2.0,2.0,0,5.0,159.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,350.0
9.0,16,11,37.79335720433158,-122.42506231886728,0,1,1.0,1.0,1.0,1.0,0,30.0,113.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,56.0
1.0,4,1,37.764087334815436,-122.41658968757608,9,0,6.0,2.0,2.0,3.0,0,2.0,112.0,96.0,10.0,10.0,10.0,9.0,9.0,9.0,395.0
1.0,7,6,37.76787021889577,-122.43172219789791,0,0,6.0,1.0,2.0,4.0,0,4.0,15.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,275.0
7.0,4,1,37.76202211098672,-122.41876038242056,0,0,4.0,1.0,2.0,2.0,0,30.0,115.0,94.0,9.0,9.0,10.0,9.0,9.0,9.0,179.0
1.0,5,4,37.7619953856549,-122.39391467062444,2,1,2.0,1.0,1.0,1.0,0,3.0,178.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
4.0,16,3,37.79485583831766,-122.43042031777635,0,0,6.0,1.0,3.0,4.0,0,30.0,114.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,250.0
1.0,9,8,37.77760606429601,-122.50378426358351,0,0,2.0,1.0,1.0,1.0,0,4.0,161.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,149.0
5.0,22,2,37.74159258435915,-122.46578197080092,1,1,2.0,1.0,1.0,1.0,0,4.0,291.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,69.0
1.0,7,6,37.761936301723864,-122.432392028553,1,0,4.0,1.0,1.0,2.0,0,4.0,139.0,96.0,10.0,9.0,10.0,9.0,10.0,9.0,240.0
1.0,2,0,37.76827235107756,-122.44678432093524,0,0,4.0,1.0,1.0,1.0,0,30.0,149.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
2.0,16,3,37.79086384924025,-122.44339388740411,0,1,1.0,1.0,1.0,1.0,0,3.0,30.0,97.0,9.0,10.0,10.0,10.0,10.0,9.0,135.0
35.0,21,20,37.79018403099442,-122.40474841078851,0,0,2.0,1.0,0.0,2.0,0,30.0,24.0,87.0,9.0,9.0,9.0,10.0,10.0,9.0,110.0
35.0,21,20,37.790763899804475,-122.40402958480206,0,0,2.0,1.0,0.0,2.0,0,30.0,46.0,95.0,10.0,10.0,9.0,10.0,9.0,9.0,135.0
1.0,18,0,37.77556129112249,-122.45497960310252,6,1,4.0,2.0,1.0,2.0,0,1.0,105.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,140.0
3.0,18,10,37.77818014233496,-122.45420265281116,1,0,2.0,1.0,1.0,1.0,0,5.0,107.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,178.0
1.0,10,9,37.802696856910856,-122.41061140549536,0,0,7.0,2.0,4.0,5.0,0,3.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,750.0
2.0,1,1,37.745306473072255,-122.41121805875477,6,0,4.0,1.0,2.0,2.0,0,3.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
1.0,13,7,37.73625671585987,-122.436769660021,1,0,4.0,1.0,2.0,2.0,0,3.0,159.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
4.0,4,1,37.757567277655575,-122.41939471332493,0,1,1.0,2.0,1.0,1.0,0,3.0,80.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,75.0
2.0,1,1,37.738563917776105,-122.4168710846286,0,1,2.0,1.0,1.0,1.0,0,2.0,128.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
2.0,26,18,37.8031780774682,-122.42977370463731,0,0,2.0,1.0,1.0,1.0,0,5.0,27.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,2,0,37.77310912173779,-122.44978613353844,0,0,2.0,1.0,1.0,1.0,2,2.0,332.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,138.0
1.0,1,1,37.737255087359685,-122.41081112126169,1,1,2.0,1.0,1.0,1.0,0,30.0,31.0,94.0,9.0,8.0,10.0,10.0,9.0,10.0,85.0
1.0,1,1,37.74556736984753,-122.41187307695988,0,1,2.0,1.5,1.0,1.0,0,3.0,156.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
1.0,26,18,37.79704807778053,-122.44706767177843,0,0,4.0,1.0,1.0,2.0,0,3.0,28.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
1.0,23,15,37.73522574618142,-122.39437925065658,1,1,5.0,1.5,1.0,2.0,0,2.0,338.0,88.0,9.0,9.0,10.0,10.0,8.0,9.0,112.0
4.0,5,4,37.764874220246675,-122.39762672259356,7,0,2.0,1.0,1.0,1.0,0,1.0,568.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
21.0,24,16,37.79290806707532,-122.4063745666461,8,2,1.0,2.5,1.0,1.0,0,30.0,3.0,80.0,8.0,8.0,10.0,9.0,10.0,8.0,29.0
1.0,8,7,37.744458920842575,-122.43775665670208,1,0,8.0,1.0,3.0,5.0,0,2.0,268.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,295.0
1.0,12,16,37.79032748289301,-122.41208518907715,0,0,2.0,1.0,1.0,1.0,0,2.0,78.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,199.0
5.0,9,8,37.78264838532081,-122.48971185845508,0,1,1.0,2.5,1.0,1.0,0,30.0,25.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,75.0
1.0,17,9,37.80242099129454,-122.41440194674657,1,0,2.0,1.0,1.0,1.0,0,3.0,377.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,165.0
6.0,2,0,37.771184017561175,-122.44962559309751,1,1,2.0,2.0,1.0,1.0,0,1.0,300.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,92.0
1.0,7,6,37.763286760644256,-122.43734637020918,0,0,4.0,1.0,1.0,2.0,0,3.0,37.0,95.0,10.0,9.0,10.0,9.0,10.0,9.0,135.0
1.0,0,3,37.78125053033737,-122.44261486416457,6,0,4.0,1.0,1.0,2.0,0,25.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0
